Latitude,Longitude
-19.2615455,146.7309543
-19.26156213,146.7309508
-19.26156213,146.7309508
-19.26156213,146.7309508
-19.26156213,146.7309508
-19.26155829,146.7309512
-19.26155829,146.7309512
-19.26155829,146.7309512
-19.26154049,146.7309576
-19.26154049,146.7309576
-19.26154049,146.7309576
-19.26158054,146.7309442
-19.26158054,146.7309442
-19.26158054,146.7309442
-19.26158054,146.7309442
-19.26154978,146.7309531
-19.26154978,146.7309531
-19.26154978,146.7309531
-19.26154978,146.7309531
-19.26154114,146.7309547
-19.26154114,146.7309547
-19.26154114,146.7309547
-19.26154114,146.7309547
-19.26155335,146.7309512
-19.26155335,146.7309512
-19.26155335,146.7309512
-19.26155335,146.7309512
-19.26157333,146.7309461
-19.26157333,146.7309461
-19.2615693,146.7309471
-19.2615693,146.7309471
-19.2615693,146.7309471
-19.2615693,146.7309471
-19.26157194,146.7309463
-19.26157194,146.7309463
-19.26157194,146.7309463
-19.26157194,146.7309463
-19.26156637,146.7309499
-19.26156637,146.7309499
-19.26156637,146.7309499
-19.26156772,146.7309508
-19.26156772,146.7309508
-19.26157322,146.7309488
-19.26157322,146.7309488
-19.26157322,146.7309488
-19.26157322,146.7309488
-19.26157398,146.7309491
-19.26157517,146.7309484
-19.26157517,146.7309484
-19.26157517,146.7309484
-19.26157517,146.7309484
-19.26158906,146.7309436
-19.26158906,146.7309436
-19.26158906,146.7309436
-19.26157909,146.7309466
-19.26157909,146.7309466
-19.26157909,146.7309466
-19.26156745,146.730951
-19.26156745,146.730951
-19.26156745,146.730951
-19.2615638,146.7309512
-19.2615638,146.7309512
-19.26156,146.7309506
-19.26156,146.7309506
-19.26156,146.7309506
-19.26154609,146.7309552
-19.26154609,146.7309552
-19.26154609,146.7309552
-19.26154609,146.7309552
-19.26154948,146.730955
-19.26154948,146.730955
-19.26154429,146.730957
-19.26154429,146.730957
-19.26154429,146.730957
-19.26154429,146.730957
-19.26154236,146.7309578
-19.26154236,146.7309578
-19.26154236,146.7309578
-19.26154236,146.7309578
-19.26153132,146.730961
-19.26153132,146.730961
-19.26154877,146.730953
-19.26154877,146.730953
-19.26154877,146.730953
-19.26154877,146.730953
-19.26156388,146.7309476
-19.26156388,146.7309476
-19.26154759,146.7309521
-19.26154759,146.7309521
-19.26154759,146.7309521
-19.26152858,146.7309572
-19.26152979,146.7309574
-19.26152979,146.7309574
-19.26151442,146.730963
-19.26151442,146.730963
-19.26152322,146.7309589
-19.26151841,146.7309602
-19.26151841,146.7309602
-19.26151841,146.7309602
-19.26151841,146.7309602
-19.26151253,146.7309611
-19.26151253,146.7309611
-19.26153976,146.7309512
-19.26153976,146.7309512
-19.26153976,146.7309512
-19.26153237,146.7309546
-19.26153237,146.7309546
-19.26153237,146.7309546
-19.26152829,146.7309565
-19.26152829,146.7309565
-19.26153399,146.7309546
-19.26153399,146.7309546
-19.26154024,146.7309514
-19.26154024,146.7309514
-19.26153715,146.7309536
-19.26154315,146.7309512
-19.26154121,146.7309508
-19.26154121,146.7309508
-19.26154404,146.7309488
-19.26154404,146.7309488
-19.26154404,146.7309488
-19.26154911,146.7309476
-19.26154836,146.7309501
-19.26154836,146.7309501
-19.26156282,146.7309444
-19.26156616,146.7309439
-19.26156616,146.7309439
-19.26155344,146.7309479
-19.26155344,146.7309479
-19.26155344,146.7309479
-19.26154408,146.730951
-19.26154408,146.730951
-19.26155803,146.730948
-19.26155803,146.730948
-19.26156791,146.7309448
-19.26156791,146.7309448
-19.26156791,146.7309448
-19.26156642,146.7309464
-19.26156642,146.7309464
-19.26154735,146.7309516
-19.26154735,146.7309516
-19.26152255,146.7309612
-19.26153062,146.7309593
-19.26153062,146.7309593
-19.26153062,146.7309593
-19.26153062,146.7309593
-19.26154859,146.7309529
-19.26155941,146.73095
-19.26155941,146.73095
-19.26155941,146.73095
-19.26157108,146.7309457
-19.26157108,146.7309457
-19.26157108,146.7309457
-19.26154697,146.7309529
-19.26155258,146.7309515
-19.26155258,146.7309515
-19.26155258,146.7309515
-19.26155258,146.7309515
-19.26153403,146.7309572
-19.26154548,146.7309538
-19.26154548,146.7309538
-19.26154548,146.7309538
-19.26153438,146.7309569
-19.26153438,146.7309569
-19.26151397,146.7309638
-19.26154381,146.7309533
-19.26154381,146.7309533
-19.26154381,146.7309533
-19.26155349,146.7309495
-19.26157927,146.7309413
-19.26156188,146.7309479
-19.26156188,146.7309479
-19.26154607,146.730952
-19.26154607,146.730952
-19.26154607,146.730952
-19.26157542,146.7309429
-19.26157542,146.7309429
-19.26156694,146.7309447
-19.26156694,146.7309447
-19.26155818,146.7309464
-19.26155818,146.7309464
-19.26155818,146.7309464
-19.26155998,146.7309451
-19.26155998,146.7309451
-19.26153993,146.7309499
-19.26153993,146.7309499
-19.26153398,146.7309521
-19.26153398,146.7309521
-19.26153398,146.7309521
-19.26149275,146.7309671
-19.26149275,146.7309671
-19.26149275,146.7309671
-19.26150508,146.7309621
-19.26150901,146.7309612
-19.26150901,146.7309612
-19.26149162,146.7309654
-19.26149697,146.7309645
-19.26149697,146.7309645
-19.26150362,146.7309629
-19.26150362,146.7309629
-19.26152079,146.7309566
-19.26152079,146.7309566
-19.26154302,146.7309541
-19.26155061,146.7309527
-19.26155888,146.7309512
-19.26155888,146.7309512
-19.26156627,146.7309485
-19.26156627,146.7309485
-19.26157259,146.7309471
-19.26157259,146.7309471
-19.26157709,146.7309461
-19.26157709,146.7309461
-19.26157709,146.7309461
-19.26157892,146.7309459
-19.26157892,146.7309459
-19.26158067,146.7309455
-19.26158067,146.7309455
-19.26158067,146.7309455
-19.26158067,146.7309455
-19.26158214,146.7309451
-19.26158214,146.7309451
-19.26158214,146.7309451
-19.26158484,146.7309443
-19.26158484,146.7309443
-19.26158563,146.7309441
-19.26158563,146.7309441
-19.26158563,146.7309441
-19.2615849,146.7309444
-19.26158368,146.7309449
-19.26158308,146.7309453
-19.26158308,146.7309453
-19.26158265,146.7309457
-19.26158265,146.7309457
-19.26158265,146.7309457
-19.26158265,146.7309457
-19.26158265,146.7309457
-19.26158249,146.7309456
-19.26158249,146.7309456
-19.26158302,146.7309455
-19.26158302,146.7309455
-19.26158302,146.7309455
-19.26158302,146.7309455
-19.26158356,146.7309452
-19.26158356,146.7309452
-19.26158356,146.7309452
-19.26158335,146.7309453
-19.26158335,146.7309453
-19.26158248,146.7309456
-19.26158248,146.7309456
-19.26158248,146.7309456
-19.26158171,146.730946
-19.26158171,146.730946
-19.26158171,146.730946
-19.26158007,146.7309465
-19.26158007,146.7309465
-19.26158007,146.7309465
-19.26157889,146.730947
-19.26157889,146.730947
-19.26157889,146.730947
-19.26157826,146.7309472
-19.26157826,146.7309472
-19.26157765,146.7309474
-19.26157765,146.7309474
-19.26157653,146.7309478
-19.26157653,146.7309478
-19.26157653,146.7309478
-19.26157559,146.7309482
-19.26157559,146.7309482
-19.26157559,146.7309482
-19.26157523,146.7309484
-19.26157523,146.7309484
-19.26157548,146.7309485
-19.26157611,146.7309485
-19.26157611,146.7309485
-19.26157544,146.730949
-19.26157479,146.7309494
-19.26157479,146.7309494
-19.26157479,146.7309494
-19.26157479,146.7309494
-19.26157391,146.7309499
-19.26157391,146.7309499
-19.26157391,146.7309499
-19.26157391,146.7309499
-19.26157327,146.7309502
-19.26157327,146.7309502
-19.26157327,146.7309502
-19.26157327,146.7309502
-19.26157268,146.7309506
-19.26157268,146.7309506
-19.26157268,146.7309506
-19.2615727,146.7309507
-19.2615727,146.7309507
-19.2615727,146.7309507
-19.26157247,146.730951
-19.26157251,146.7309511
-19.26157251,146.7309511
-19.26157251,146.7309511
-19.26157259,146.7309512
-19.26157259,146.7309512
-19.26157259,146.7309512
-19.26157259,146.7309512
-19.26157236,146.7309514
-19.26157236,146.7309514
-19.26157236,146.7309514
-19.2615721,146.7309516
-19.2615721,146.7309516
-19.2615721,146.7309516
-19.2615721,146.7309516
-19.26157202,146.7309517
-19.26157202,146.7309517
-19.26157202,146.7309517
-19.2615721,146.7309518
-19.2615721,146.7309518
-19.2615721,146.7309518
-19.2615721,146.7309518
-19.26157219,146.730952
-19.26157219,146.730952
-19.26157243,146.7309521
-19.26157243,146.7309521
-19.26157243,146.7309521
-19.26157243,146.7309521
-19.26157222,146.7309522
-19.26157222,146.7309522
-19.26157222,146.7309522
-19.26157222,146.7309522
-19.2615718,146.7309525
-19.2615718,146.7309525
-19.2615718,146.7309525
-19.2615718,146.7309525
-19.26157147,146.7309528
-19.26157147,146.7309528
-19.26157147,146.7309528
-19.26157071,146.7309532
-19.26157071,146.7309532
-19.26157071,146.7309532
-19.26157071,146.7309532
-19.26156987,146.7309536
-19.26156987,146.7309536
-19.26156987,146.7309536
-19.26156987,146.7309536
-19.26156925,146.730954
-19.26156925,146.730954
-19.26156925,146.730954
-19.26156925,146.730954
-19.26156871,146.7309543
-19.26156871,146.7309543
-19.26156871,146.7309543
-19.26156871,146.7309543
-19.2615684,146.7309545
-19.2615684,146.7309545
-19.2615684,146.7309545
-19.26156836,146.7309548
-19.26156836,146.7309548
-19.26156836,146.7309548
-19.26156836,146.7309548
-19.2615682,146.730955
-19.2615682,146.730955
-19.2615682,146.730955
-19.26156825,146.7309552
-19.26156825,146.7309552
-19.26156786,146.7309555
-19.26156786,146.7309555
-19.26156786,146.7309555
-19.26156744,146.730956
-19.26156744,146.730956
-19.26156718,146.7309563
-19.26156718,146.7309563
-19.26156709,146.7309565
-19.26156709,146.7309565
-19.26156714,146.7309567
-19.26156714,146.7309567
-19.26156714,146.7309567
-19.26156722,146.7309568
-19.26156722,146.7309568
-19.26156737,146.7309569
-19.26156737,146.7309569
-19.26156737,146.7309569
-19.26156737,146.730957
-19.26156737,146.730957
-19.26156737,146.730957
-19.26156721,146.7309572
-19.26156721,146.7309572
-19.26156722,146.7309573
-19.26156722,146.7309573
-19.26156722,146.7309573
-19.26156709,146.7309575
-19.26156709,146.7309575
-19.26156709,146.7309575
-19.26156691,146.7309576
-19.26156691,146.7309576
-19.26156691,146.7309576
-19.26156685,146.7309578
-19.26156685,146.7309578
-19.26156685,146.7309578
-19.26156673,146.7309579
-19.26156673,146.7309579
-19.26156655,146.730958
-19.26156655,146.730958
-19.26156655,146.730958
-19.26156657,146.730958
-19.26156657,146.730958
-19.26156657,146.730958
-19.26156657,146.730958
-19.26156647,146.7309581
-19.26156647,146.7309581
-19.26156647,146.7309581
-19.26156647,146.7309581
-19.26156635,146.7309581
-19.26156635,146.7309581
-19.26156635,146.7309581
-19.26156635,146.7309581
-19.26156632,146.7309581
-19.26156632,146.7309581
-19.26156628,146.7309582
-19.26156628,146.7309582
-19.26156628,146.7309582
-19.26156631,146.7309582
-19.26156631,146.7309582
-19.26156631,146.7309582
-19.26156631,146.7309582
-19.26156635,146.7309581
-19.26156635,146.7309581
-19.26156635,146.7309581
-19.26156628,146.7309581
-19.26156628,146.7309581
-19.26156628,146.7309581
-19.26156625,146.7309581
-19.26156625,146.7309581
-19.26156634,146.7309581
-19.26156634,146.7309581
-19.26156634,146.7309581
-19.26156626,146.7309581
-19.26156626,146.7309581
-19.26156626,146.7309581
-19.26156628,146.7309581
-19.26156628,146.7309581
-19.26156628,146.7309581
-19.26156627,146.7309581
-19.26156627,146.7309581
-19.26156627,146.7309581
-19.26156627,146.7309581
-19.26156642,146.7309581
-19.26156642,146.7309581
-19.26156642,146.7309581
-19.26156642,146.7309581
-19.26156654,146.7309581
-19.26156654,146.7309581
-19.26156654,146.7309581
-19.26156654,146.7309581
-19.26156654,146.7309581
-19.26156666,146.7309581
-19.26156666,146.7309581
-19.26156677,146.7309581
-19.26156677,146.7309581
-19.2615668,146.7309581
-19.2615668,146.7309581
-19.2615668,146.7309581
-19.2615668,146.7309581
-19.26156698,146.7309581
-19.26156698,146.7309581
-19.26156698,146.7309581
-19.26156707,146.7309581
-19.26156707,146.7309581
-19.26156707,146.7309581
-19.26156707,146.7309581
-19.26156719,146.7309581
-19.26156719,146.7309581
-19.26156722,146.7309581
-19.26156722,146.7309581
-19.26156722,146.7309581
-19.26156716,146.7309582
-19.26156716,146.7309582
-19.26156716,146.7309582
-19.26156718,146.7309581
-19.26156718,146.7309581
-19.26156718,146.7309581
-19.26156726,146.7309581
-19.26156726,146.7309581
-19.26156726,146.7309581
-19.26156726,146.7309581
-19.26156737,146.7309581
-19.26156737,146.7309581
-19.26156754,146.730958
-19.26156754,146.730958
-19.26156766,146.730958
-19.26156766,146.730958
-19.26156766,146.730958
-19.26156766,146.730958
-19.26156766,146.730958
-19.26156805,146.7309578
-19.26156805,146.7309578
-19.26156805,146.7309578
-19.26156841,146.7309577
-19.26156841,146.7309577
-19.26156841,146.7309577
-19.26156841,146.7309577
-19.26156841,146.7309577
-19.26156871,146.7309577
-19.26156871,146.7309577
-19.26156871,146.7309577
-19.26156871,146.7309577
-19.26156884,146.7309576
-19.26156884,146.7309576
-19.26156884,146.7309576
-19.26156889,146.7309576
-19.26156889,146.7309576
-19.26156889,146.7309576
-19.26156905,146.7309576
-19.26156905,146.7309576
-19.26156891,146.7309576
-19.26156891,146.7309576
-19.26156891,146.7309576
-19.26156891,146.7309576
-19.26156891,146.7309576
-19.26156891,146.7309576
-19.2615689,146.7309576
-19.2615689,146.7309576
-19.2615689,146.7309576
-19.26156878,146.7309577
-19.26156878,146.7309577
-19.26156878,146.7309577
-19.26156878,146.7309577
-19.26156888,146.7309577
-19.26156888,146.7309577
-19.26156903,146.7309577
-19.26156903,146.7309577
-19.26156903,146.7309577
-19.26156913,146.7309577
-19.26156913,146.7309577
-19.26156913,146.7309577
-19.26156913,146.7309577
-19.26156913,146.7309577
-19.26156913,146.7309577
-19.2615692,146.7309577
-19.2615692,146.7309577
-19.2615692,146.7309577
-19.26156937,146.7309577
-19.26156937,146.7309577
-19.26156937,146.7309577
-19.26156939,146.7309577
-19.26156939,146.7309577
-19.26156939,146.7309577
-19.26156945,146.7309577
-19.26156945,146.7309577
-19.26156945,146.7309577
-19.26156945,146.7309577
-19.26156945,146.7309577
-19.2615696,146.7309577
-19.2615696,146.7309577
-19.2615696,146.7309577
-19.26156961,146.7309578
-19.26156961,146.7309578
-19.26156952,146.7309578
-19.26156948,146.7309578
-19.26156948,146.7309578
-19.26156948,146.7309578
-19.26156948,146.7309578
-19.26156935,146.7309579
-19.26156935,146.7309579
-19.26156935,146.7309579
-19.26156938,146.7309579
-19.26156938,146.7309579
-19.26156948,146.7309578
-19.26156948,146.7309578
-19.26156948,146.7309578
-19.26156948,146.7309578
-19.2615696,146.7309579
-19.26156955,146.7309579
-19.26156955,146.7309579
-19.26156941,146.7309578
-19.26156941,146.7309578
-19.26156941,146.7309578
-19.26156938,146.7309578
-19.26156938,146.7309578
-19.26156935,146.7309578
-19.26156935,146.7309578
-19.26156935,146.7309578
-19.26156935,146.7309578
-19.26156927,146.7309578
-19.26156927,146.7309578
-19.26156927,146.7309578
-19.26156927,146.7309578
-19.26156921,146.7309578
-19.26156921,146.7309578
-19.26156929,146.7309577
-19.26156929,146.7309577
-19.26156938,146.7309576
-19.26156938,146.7309576
-19.26156938,146.7309576
-19.26156938,146.7309576
-19.26156957,146.7309575
-19.26156957,146.7309575
-19.26156957,146.7309575
-19.26156957,146.7309575
-19.26156988,146.7309574
-19.26156988,146.7309574
-19.26157007,146.7309573
-19.26157007,146.7309573
-19.26157007,146.7309573
-19.26157029,146.7309571
-19.26157029,146.7309571
-19.26157029,146.7309571
-19.26157029,146.7309571
-19.26157048,146.7309571
-19.26157048,146.7309571
-19.26157048,146.7309571
-19.26157048,146.7309571
-19.26157069,146.730957
-19.26157069,146.730957
-19.26157069,146.730957
-19.2615709,146.7309569
-19.2615709,146.7309569
-19.2615709,146.7309569
-19.261571,146.7309569
-19.261571,146.7309569
-19.261571,146.7309569
-19.261571,146.7309569
-19.26157124,146.7309567
-19.26157124,146.7309567
-19.26157124,146.7309567
-19.26157124,146.7309567
-19.26157146,146.7309567
-19.26157146,146.7309567
-19.26157167,146.7309565
-19.26157167,146.7309565
-19.26157188,146.7309565
-19.26157188,146.7309565
-19.26157212,146.7309565
-19.26157212,146.7309565
-19.26157212,146.7309565
-19.26157212,146.7309565
-19.26157212,146.7309565
-19.26157212,146.7309565
-19.26157212,146.7309565
-19.26157212,146.7309565
-19.26157226,146.7309564
-19.26157226,146.7309564
-19.26157238,146.7309564
-19.26157238,146.7309564
-19.26157236,146.7309564
-19.26157236,146.7309564
-19.26157236,146.7309564
-19.26157236,146.7309564
-19.26157236,146.7309564
-19.2615725,146.7309563
-19.2615725,146.7309563
-19.2615725,146.7309563
-19.2615725,146.7309563
-19.26157261,146.7309562
-19.26157261,146.7309562
-19.26157275,146.7309561
-19.26157275,146.7309561
-19.26157281,146.730956
-19.26157296,146.7309559
-19.26157296,146.7309559
-19.26157296,146.7309559
-19.26157319,146.7309557
-19.26157319,146.7309557
-19.26157319,146.7309557
-19.26157343,146.7309556
-19.26157343,146.7309556
-19.26157352,146.7309555
-19.26157352,146.7309555
-19.26157352,146.7309555
-19.26157377,146.7309554
-19.26157377,146.7309554
-19.26157377,146.7309554
-19.26157382,146.7309554
-19.26157382,146.7309554
-19.26157402,146.7309553
-19.26157402,146.7309553
-19.26157426,146.7309552
-19.26157426,146.7309552
-19.26157426,146.7309552
-19.26157473,146.7309549
-19.26157473,146.7309549
-19.26157473,146.7309549
-19.26157476,146.7309548
-19.26157476,146.7309548
-19.26157476,146.7309548
-19.26157489,146.7309548
-19.26157489,146.7309548
-19.26157489,146.7309548
-19.26157515,146.7309547
-19.26157547,146.7309544
-19.26157547,146.7309544
-19.26157547,146.7309544
-19.26157547,146.7309544
-19.26157567,146.7309543
-19.26157567,146.7309543
-19.2615758,146.7309543
-19.2615758,146.7309543
-19.26157598,146.7309541
-19.26157598,146.7309541
-19.26157598,146.7309541
-19.26157623,146.730954
-19.26157623,146.730954
-19.26157623,146.730954
-19.26157636,146.7309539
-19.26157636,146.7309539
-19.26157655,146.7309539
-19.26157655,146.7309539
-19.26157655,146.7309539
-19.26157672,146.7309538
-19.26157672,146.7309538
-19.26157693,146.7309537
-19.2615771,146.7309536
-19.2615771,146.7309536
-19.26157734,146.7309534
-19.26157734,146.7309534
-19.26157734,146.7309534
-19.26157759,146.7309534
-19.26157759,146.7309534
-19.26157759,146.7309534
-19.26157779,146.7309532
-19.261578,146.7309531
-19.261578,146.7309531
-19.2615782,146.730953
-19.2615782,146.730953
-19.26157838,146.7309529
-19.26157838,146.7309529
-19.26157838,146.7309529
-19.26157847,146.7309529
-19.26157847,146.7309529
-19.26157879,146.7309527
-19.26157879,146.7309527
-19.26157879,146.7309527
-19.26157879,146.7309527
-19.26157893,146.7309527
-19.26157893,146.7309527
-19.26157893,146.7309527
-19.26157927,146.7309525
-19.26157927,146.7309525
-19.26157927,146.7309525
-19.26157933,146.7309525
-19.26157933,146.7309525
-19.26157933,146.7309525
-19.26157961,146.7309524
-19.26157971,146.7309523
-19.26157971,146.7309523
-19.26157996,146.7309522
-19.26157996,146.7309522
-19.26157996,146.7309522
-19.26158011,146.7309522
-19.26158011,146.7309522
-19.26158011,146.7309522
-19.26158034,146.7309521
-19.26158034,146.7309521
-19.26158034,146.7309521
-19.26158034,146.7309521
-19.26158058,146.730952
-19.26158058,146.730952
-19.2615809,146.7309519
-19.26158111,146.7309518
-19.26158111,146.7309518
-19.26158111,146.7309518
-19.26158145,146.7309516
-19.26158145,146.7309516
-19.26158145,146.7309516
-19.26158163,146.7309516
-19.26158163,146.7309516
-19.26158163,146.7309516
-19.26158163,146.7309516
-19.26158192,146.7309515
-19.26158192,146.7309515
-19.26158192,146.7309515
-19.26158217,146.7309513
-19.26158217,146.7309513
-19.26158241,146.7309512
-19.26158241,146.7309512
-19.26158256,146.7309512
-19.26158256,146.7309512
-19.26158256,146.7309512
-19.26158256,146.7309512
-19.2615828,146.7309511
-19.2615828,146.7309511
-19.2615828,146.7309511
-19.26158303,146.730951
-19.26158303,146.730951
-19.26158303,146.730951
-19.26158326,146.7309509
-19.26158326,146.7309509
-19.26158326,146.7309509
-19.26158342,146.7309509
-19.26158342,146.7309509
-19.26158362,146.7309508
-19.26158362,146.7309508
-19.26158362,146.7309508
-19.26158392,146.7309507
-19.26158392,146.7309507
-19.26158392,146.7309507
-19.26158408,146.7309506
-19.26158408,146.7309506
-19.26158408,146.7309506
-19.26158422,146.7309506
-19.26158443,146.7309505
-19.26158443,146.7309505
-19.26158456,146.7309505
-19.26158456,146.7309505
-19.26158469,146.7309504
-19.26158469,146.7309504
-19.26158469,146.7309504
-19.26158469,146.7309504
-19.26158477,146.7309505
-19.26158477,146.7309505
-19.26158489,146.7309505
-19.26158489,146.7309505
-19.26158493,146.7309505
-19.26158493,146.7309505
-19.26158492,146.7309506
-19.26158492,146.7309506
-19.26158492,146.7309506
-19.26158492,146.7309506
-19.26158499,146.7309506
-19.26158499,146.7309506
-19.26158499,146.7309506
-19.26158504,146.7309506
-19.26158504,146.7309506
-19.26158504,146.7309506
-19.26158504,146.7309506
-19.26158513,146.7309506
-19.26158513,146.7309506
-19.26158525,146.7309506
-19.26158525,146.7309506
-19.26158525,146.7309506
-19.26158547,146.7309505
-19.26158547,146.7309505
-19.26158547,146.7309505
-19.2615856,146.7309505
-19.2615856,146.7309505
-19.2615856,146.7309505
-19.2615856,146.7309505
-19.26158574,146.7309505
-19.26158574,146.7309505
-19.26158574,146.7309505
-19.26158574,146.7309505
-19.26158585,146.7309505
-19.26158585,146.7309505
-19.26158585,146.7309505
-19.26158596,146.7309504
-19.26158596,146.7309504
-19.26158596,146.7309504
-19.26158612,146.7309504
-19.26158612,146.7309504
-19.26158612,146.7309504
-19.26158619,146.7309504
-19.26158619,146.7309504
-19.26158619,146.7309504
